School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location
NYC DOE,M088,New York,Public School,180,No,0,0,0,180,Yes,01/21/2017,180,0,No,Yes,12/19/2017,http://schools.nyc.gov/schools/M415,"M415,M860,M351",215 WEST 114 STREET,Manhattan,NY,10026,04/03/2019,04/03/2019,"(40.80261, -73.954152)","215 WEST 114 STREET
Manhattan, NY 10026
(40.80222918800007, -73.95412886599996)"
NYC DOE,M874,New York,Public School,43,No,0,0,0,43,Yes,01/05/2017,43,0,No,Yes,01/17/2017,http://schools.nyc.gov/schools/M411,M411,55 EAST 25 STREET,Manhattan,NY,10010,04/03/2019,04/03/2019,"(40.741888, -73.985723)","55 EAST 25 STREET
Manhattan, NY 10010
(40.74173921400006, -73.98598911799996)"
NYC DOE,X896,Bronx,Public School,17,No,0,0,0,17,Yes,01/19/2017,17,0,No,Yes,06/18/2018,http://schools.nyc.gov/schools/X279,X279,2240 WALTON AVENUE,Bronx,NY,10453,04/03/2019,04/03/2019,"(40.857248, -73.903165)","2240 WALTON AVENUE
Bronx, NY 10453
(40.85732279900003, -73.90338363999996)"
NYC DOE,X885,Bronx,Public School,11,No,0,0,0,11,Yes,01/12/2017,11,0,No,Yes,01/17/2017,http://schools.nyc.gov/schools/X085,X085,2400 MARION AVENUE,Bronx,NY,10458,04/03/2019,04/03/2019,"(40.858689, -73.894682)","2400 MARION AVENUE
Bronx, NY 10458
(40.858808847000034, -73.89515728399994)"
NYC DOE,K849,Kings,Public School,34,No,0,0,0,34,Yes,12/13/2016,34,0,No,Yes,02/22/2018,http://schools.nyc.gov/schools/K134,K134,4001 18 AVENUE,Brooklyn,NY,11218,04/03/2019,04/03/2019,"(40.632145, -73.97318)","4001 18 AVENUE
Brooklyn, NY 11218
(40.632496220000064, -73.97339884699994)"
NYC DOE,K314,Kings,Public School,214,No,0,0,0,214,Yes,12/20/2016,214,0,No,Yes,08/23/2018,http://schools.nyc.gov/schools/K503,"K503,K506",330 59 STREET,Brooklyn,NY,11220,04/03/2019,04/03/2019,"(40.64195, -74.019299)","330 59 STREET
Brooklyn, NY 11220
(40.642230952000034, -74.01919351499998)"
NYC DOE,M853,New York,Public School,11,No,0,0,0,11,Yes,01/21/2017,11,0,No,Yes,02/11/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,209 WEST 125 STREET,Manhattan,NY,10027,04/03/2019,04/03/2019,"(40.80939, -73.948588)","209 WEST 125 STREET
Manhattan, NY 10027
(40.80918212300003, -73.94874873199996)"
NYC DOE,K131,Kings,Public School,43,No,0,0,0,43,Yes,12/06/2016,43,0,No,Yes,03/27/2018,http://schools.nyc.gov/schools/k131,K131,4305 FT HAMILTON PARKWAY,Brooklyn,NY,11219,04/03/2019,04/03/2019,"(40.640728, -73.993247)","4305 FT HAMILTON PARKWAY
Brooklyn, NY 11219
(40.64101571000003, -73.99363206799995)"
NYC DOE,K860,Kings,Public School,35,No,0,0,0,35,Yes,12/16/2016,35,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/K673,K673,9517 KINGS HIGHWAY,Brooklyn,NY,11212,04/03/2019,04/03/2019,"(40.659914, -73.920658)","9517 KINGS HIGHWAY
Brooklyn, NY 11212
(40.65981289500007, -73.92029170399996)"
NYC DOE,K806,Kings,Public School,25,No,0,0,0,25,Yes,12/01/2016,25,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/k592,"K592,K753",362 SCHERMERHORN STREET,Brooklyn,NY,11217,04/03/2019,04/03/2019,"(40.686147, -73.979829)","362 SCHERMERHORN STREET
Brooklyn, NY 11217
(40.686434321000036, -73.97952408699996)"
NYC DOE,K208,Kings,Public School,58,No,0,0,0,58,Yes,12/14/2016,58,0,No,Yes,10/01/2018,http://schools.nyc.gov/schools/K208,K208,4801 AVENUE D,Brooklyn,NY,11203,04/03/2019,04/03/2019,"(40.6427, -73.930898)","4801 AVENUE D
Brooklyn, NY 11203
(40.64207849300004, -73.93061214399995)"
NYC DOE,K735,Kings,Public School,50,No,0,0,0,50,Yes,12/16/2016,50,0,No,Yes,03/29/2018,http://schools.nyc.gov/schools/K245,K245,249 EAST 17TH STREET,Brooklyn,NY,11226,04/03/2019,04/03/2019,"(40.644927, -73.962743)","249 EAST 17TH STREET
Brooklyn, NY 11226
(40.64486884000007, -73.96315636499997)"
NYC DOE,M188,New York,Public School,94,No,0,0,0,94,Yes,01/06/2017,94,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M188,"M188,M094,M330",442 EAST HOUSTON STREET,Manhattan,NY,10002,04/03/2019,04/03/2019,"(40.719888, -73.97738)","442 EAST HOUSTON STREET
Manhattan, NY 10002
(40.71953320700004, -73.97758039899998)"
NYC DOE,K112,Kings,Public School,47,No,0,0,0,47,Yes,12/13/2016,47,0,No,Yes,12/19/2017,http://schools.nyc.gov/schools/K112,K112,7115 15 AVENUE,Brooklyn,NY,11228,04/03/2019,04/03/2019,"(40.619417, -74.000565)","7115 15 AVENUE
Brooklyn, NY 11228
(40.619641810000076, -74.00088707799995)"
NYC DOE,Q311,Queens,Public School,131,No,0,0,0,131,Yes,01/27/2017,131,0,No,Yes,03/23/2018,http://schools.nyc.gov/schools/Q311,"Q311,Q277",97-36 43RD AVENUE,Queens,NY,11368,04/03/2019,04/03/2019,"(40.74592, -73.865239)","97-36 43RD AVENUE
Queens, NY 11368
(40.74806479000006, -73.85982808099999)"
NYC DOE,X101,Bronx,Public School,124,No,0,0,0,124,Yes,01/13/2017,124,0,No,Yes,11/01/2018,http://schools.nyc.gov/schools/X101,"X101,X304,X010",2750 LAFAYETTE AVENUE,Bronx,NY,10465,04/03/2019,04/03/2019,"(40.82708, -73.829211)","2750 LAFAYETTE AVENUE
Bronx, NY 10465
(40.82749324900004, -73.82966623299995)"
NYC DOE,M087,New York,Public School,177,No,0,0,0,177,Yes,01/10/2017,177,0,No,Yes,05/11/2018,http://schools.nyc.gov/schools/M087,M087,160 WEST 78 STREET,Manhattan,NY,10024,04/03/2019,04/03/2019,"(40.78171, -73.97802)","160 WEST 78 STREET
Manhattan, NY 10024
(40.781997786000034, -73.97779899099999)"
NYC DOE,X960,Bronx,Public School,4,No,0,0,0,4,Yes,01/12/2017,4,0,No,Yes,01/28/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,99 TERRACE VIEW AVENUE,Bronx,NY,10463,04/03/2019,04/03/2019,"(40.85589, -73.868294)","99 TERRACE VIEW AVENUE
Bronx, NY 10463
(40.87707567000007, -73.91230950999994)"
NYC DOE,X206,Bronx,Public School,35,No,0,0,0,35,Yes,01/12/2017,35,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X206,X206,2280 AQUEDUCT AVENUE,Bronx,NY,10468,04/03/2019,04/03/2019,"(40.859534, -73.906285)","2280 AQUEDUCT AVENUE
Bronx, NY 10468
(40.85962845500006, -73.90652735399993)"
NYC DOE,K180,Kings,Public School,84,No,0,0,0,84,Yes,12/10/2016,84,0,No,Yes,10/01/2018,http://schools.nyc.gov/schools/K180,"K180,K231",5601 16 AVENUE,Brooklyn,NY,11204,04/03/2019,04/03/2019,"(40.626454, -73.98925)","5601 16 AVENUE
Brooklyn, NY 11204
(40.62681692600006, -73.98983880899993)"
NYC DOE,K939,Kings,Public School,9,No,0,0,0,9,Yes,12/08/2016,9,0,No,Yes,06/06/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,4004 4 AVENUE,Brooklyn,NY,11232,04/03/2019,04/03/2019,"(40.652127, -74.007596)","4004 4 AVENUE
Brooklyn, NY 11232
(40.65208852200004, -74.00692073999994)"
NYC DOE,K894,Kings,Public School,40,No,0,0,0,40,Yes,12/10/2016,40,0,No,Yes,01/15/2018,http://schools.nyc.gov/schools/K646,K395,1495 HERKIMER STREET,Brooklyn,NY,11233,04/03/2019,04/03/2019,"(40.677528, -73.904143)","1495 HERKIMER STREET
Brooklyn, NY 11233
(40.677171464000025, -73.90392696599997)"
NYC DOE,K369,Kings,Public School,34,No,0,0,0,34,Yes,12/06/2016,34,0,No,Yes,12/14/2017,http://schools.nyc.gov/schools/k369,K369,383 STATE STREET,Brooklyn,NY,11217,04/03/2019,04/03/2019,"(40.687432, -73.983312)","383 STATE STREET
Brooklyn, NY 11217
(40.68729838100006, -73.98364070499997)"
NYC DOE,X475,Bronx,Public School,200,No,0,0,0,200,Yes,02/04/2017,200,0,No,Yes,01/31/2017,http://schools.nyc.gov/schools/X213,"X213,X284,X397,X477,X546,X539,X553",99 TERRACE VIEW AVENUE,Bronx,NY,10463,04/03/2019,04/03/2019,"(40.877379, -73.912686)","99 TERRACE VIEW AVENUE
Bronx, NY 10463
(40.87707567000007, -73.91230950999994)"
NYC DOE,M040,New York,Public School,93,No,0,0,0,93,Yes,01/06/2017,93,0,No,Yes,08/17/2018,http://schools.nyc.gov/schools/M040,"M040,M255",319 EAST 19 STREET,Manhattan,NY,10003,04/03/2019,04/03/2019,"(40.735328, -73.981536)","319 EAST 19 STREET
Manhattan, NY 10003
(40.73504232300007, -73.98175036899994)"
